context,question,answer,source,type
"5. Trên đường bộ, người điều khiển phương tiện tham gia giao thông đường bộ chỉ được dừng xe, đỗ xe ở nơi có lề đường rộng hoặc khu đất ở bên ngoài phần đường xe chạy; trường hợp lề đường hẹp hoặc không có lề đường thì chỉ được dừng xe, đỗ xe sát mép đường phía bên phải theo chiều đi của mình.",Ở nơi nào thì người điều khiển phương tiện được phép dừng xe và đỗ xe?,"Ở nơi có lề đường rộng hoặc khu đất ở bên ngoài phần đường xe chạy, hoặc sát mép đường phía bên phải theo chiều đi của mình nếu lề đường hẹp hoặc không có lề đường.",luat trật tự,direct
"3. Hành vi vi phạm hành chính đã kết thúc, hành vi vi phạm hành chính đang thực hiện
a) Việc xác định hành vi vi phạm hành chính đã kết thúc, hành vi vi phạm hành chính đang thực hiện để tính thời hiệu xử phạt vi phạm hành chính được thực hiện theo quy định của pháp luật về xử lý vi phạm hành chính;
b) Đối với các hành vi vi phạm được phát hiện thông qua phương tiện, thiết bị kỹ thuật nghiệp vụ, phương tiện, thiết bị kỹ thuật do cá nhân, tổ chức cung cấp: thời điểm chấm dứt hành vi vi phạm được tính từ thời điểm phương tiện, thiết bị kỹ thuật nghiệp vụ, phương tiện, thiết bị kỹ thuật ghi nhận hành vi vi phạm.",Hành vi vi phạm hành chính được xác định và tính thời hiệu xử phạt như thế nào?,"Việc xác định hành vi vi phạm hành chính đã kết thúc, hành vi vi phạm hành chính đang thực hiện để tính thời hiệu xử phạt vi phạm hành chính được thực hiện theo quy định của pháp luật về xử lý vi phạm hành chính; thời điểm chấm dứt hành vi vi phạm được tính từ thời điểm phương tiện, thiết bị kỹ thuật nghiệp vụ, phương tiện, thiết bị kỹ thuật ghi nhận hành vi vi phạm.",NĐ 168/2024/NĐ-CP,synthesis
"Điều 34 của Nghị định này, trong trường hợp chủ phương tiện, người điều khiển phương tiện vừa thực hiện hành vi vi phạm quy định về tổng trọng lượng (khối lượng toàn bộ) của xe, vừa thực hiện hành vi vi phạm quy định về tải trọng trục xe thì bị xử phạt theo quy định của hành vi vi phạm có mức phạt tiền cao hơn.","Nếu chủ phương tiện, người điều khiển phương tiện vừa vi phạm về tổng trọng lượng của xe, vừa vi phạm về tải trọng trục xe thì sẽ bị xử phạt như thế nào?",Bị xử phạt theo quy định của hành vi vi phạm có mức phạt tiền cao hơn.,NĐ 168/2024/NĐ-CP,condition
"Điều 29. Sử dụng IDP
1. IDP do Việt Nam cấp theo Công ước về giao thông đường bộ năm 1968 không có giá trị sử dụng trong lãnh thổ Việt Nam.
2. IDP được công nhận theo điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên sẽ được thực hiện theo điều ước quốc tế đó.
HỆ THỐNG THÔNG TIN VỀ SÁT HẠCH, CẤP GIẤY PHÉP LÁI XE",Những trường hợp nào IDP được công nhận và sử dụng tại Việt Nam?,IDP được công nhận theo điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên,TT 12/2024/TT-BGTVT,synthesis
"6. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển xe thực hiện hành vi quy định tại điểm đ khoản 2 Điều này bị thu hồi chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) không do cơ quan có thẩm quyền cấp hoặc không đúng số khung, số động cơ (số máy) của xe, giấy chứng nhận, tem kiểm định an toàn kỹ thuật và bảo vệ môi trường không do cơ quan có thẩm quyền cấp.",Nếu người điều khiển xe thực hiện hành vi quy định tại điểm đ khoản 2 Điều này thì sẽ bị xử lý như thế nào?,"Bị thu hồi chứng nhận đăng ký xe không do cơ quan có thẩm quyền cấp hoặc không đúng số khung, số động cơ của xe, giấy chứng nhận, tem kiểm định an toàn kỹ thuật và bảo vệ môi trường không do cơ quan có thẩm quyền cấp.",NĐ 168/2024/NĐ-CP,condition
"2. Xe taxi đón, trả hành khách theo thỏa thuận giữa hành khách và người lái xe nhưng phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ khi đón, trả hành khách.
3. Xe chở hàng phải hoạt động đúng tuyến, phạm vi và thời gian quy định đối với từng loại xe.",Xe taxi và xe chở hàng cần tuân thủ những quy định gì khi hoạt động?,"Xe taxi phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ khi đón, trả hành khách; Xe chở hàng phải hoạt động đúng tuyến, phạm vi và thời gian quy định đối với từng loại xe.",luat trật tự,synthesis
"Điều 33. Xử phạt hành khách đi xe vi phạm quy định về trật tự, an toàn giao thông
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Không chấp hành hướng dẫn của lái xe, nhân viên phục vụ trên xe về các quy định bảo đảm trật tự, an toàn giao thông;
b) Gây mất trật tự trên xe.",Những hành vi vi phạm của hành khách đi xe sẽ bị phạt tiền từ 100.000 đồng đến 200.000 đồng?,"Không chấp hành hướng dẫn của lái xe, nhân viên phục vụ trên xe về các quy định bảo đảm trật tự, an toàn giao thông; Gây mất trật tự trên xe",NĐ 168/2024/NĐ-CP,synthesis
"Bến xe khách phải sử dụng phần mềm quản lý bến xe khách để quản lý hoạt động xe ra, vào bến và cung cấp thông tin (gồm: Tên bến xe; tên doanh nghiệp, hợp tác xã vận tải; họ và tên lái xe; biển kiểm soát xe; tuyến hoạt động; giờ xe xuất bến; số lượng hành khách khi xe xuất bến thực tế) trên Lệnh vận chuyển của từng chuyến xe hoạt động tại bến về Cục Đường bộ Việt Nam. Doanh nghiệp, hợp tác xã kinh doanh vận tải hành khách bằng xe ô tô theo tuyến cố định thực hiện lưu trữ Lệnh vận chuyển của các chuyến xe đã thực hiện trong thời gian tối thiểu 03 năm."".",Bến xe khách cần quản lý và cung cấp những thông tin gì về hoạt động xe ra vào bến?,"Tên bến xe; tên doanh nghiệp, hợp tác xã vận tải; họ và tên lái xe; biển kiểm soát xe; tuyến hoạt động; giờ xe xuất bến; số lượng hành khách khi xe xuất bến thực tế",Nghị định 41.2024.NĐ-CP,synthesis
"3. Hoạt động sát hạch lái xe ô tô phải thực hiện tại các trung tâm sát hạch lái xe; hoạt động sát hạch lái xe mô tô thực hiện tại các trung tâm sát hạch lái xe hoặc tại sân tập lái đáp ứng điều kiện, tiêu chuẩn về cơ sở vật chất, kỹ thuật. Hoạt động sát hạch lái xe do cơ quan nhà nước có thẩm quyền thực hiện.",Hoạt động sát hạch lái xe ô tô được thực hiện ở đâu?,Tại các trung tâm sát hạch lái xe,luat trật tự,direct
"Điều 8 như sau:
""5. Khi Giấy phép liên vận ASEAN hết thời hạn sử dụng hoặc còn thời hạn sử dụng nhưng hết trang đóng dấu xác nhận của các cơ quan quản lý tại cửa khẩu thì đơn vị vận tải lập hồ sơ đề nghị cấp lại theo quy định tại khoản 2 và khoản 4 Điều này; Giấy phép liên vận ASEAN bị hư hỏng, bị mất thì đơn vị vận tải lập hồ sơ đề nghị cấp lại theo quy định tại điểm a khoản 2 và khoản 4 Điều này."".",Nếu Giấy phép liên vận ASEAN hết thời hạn sử dụng hoặc hết trang đóng dấu xác nhận thì đơn vị vận tải phải làm gì?,Đơn vị vận tải phải lập hồ sơ đề nghị cấp lại theo quy định tại khoản 2 và khoản 4 Điều này,Nghị định 41.2024.NĐ-CP,condition
"6. Cục Cảnh sát giao thông chủ trì, phối hợp với Cục Công nghiệp an ninh thiết kế, sản xuất, in thông tin chung trên phôi giấy phép lái xe, phôi giấy phép lái xe quốc tế cấp cho Công an các đơn vị, địa phương.","Cục Cảnh sát giao thông chủ trì, phối hợp với những đơn vị nào và thực hiện những công việc gì?","Cục Công nghiệp an ninh; thiết kế, sản xuất, in thông tin chung trên phôi giấy phép lái xe, phôi giấy phép lái xe quốc tế",TT 12/2024/TT-BGTVT,synthesis
"Điều 2 Nghị định số 70/2022/NĐ-CP ngày 27 tháng 9 năm 2022) như sau:
""3. Sở Giao thông vận tải cấp mới, cấp lại Giấy chứng nhận trung tâm sát hạch lái xe đủ điều kiện hoạt động trong phạm vi tỉnh, thành phố trực thuộc trung ương."".
12. Sửa đổi, bổ sung khoản 2",Nếu trung tâm sát hạch lái xe đủ điều kiện hoạt động thì cơ quan nào cấp mới Giấy chứng nhận?,Sở Giao thông vận tải cấp mới Giấy chứng nhận trung tâm sát hạch lái xe đủ điều kiện hoạt động,Nghị định 41.2024.NĐ-CP,condition
"7. Cơ quan cấp giấy phép lưu hành xe quá khổ giới hạn, xe quá tải trọng, xe bánh xích lưu hành có trách nhiệm gửi thông báo ngay cho cơ quan Cảnh sát giao thông Bộ Công an và cơ quan Cảnh sát giao thông thực hiện nhiệm vụ bảo đảm trật tự, an toàn giao thông trên tuyến đường, đoạn đường mà phương tiện đi qua để chỉ huy, điều khiển giao thông đường bộ, kiểm tra, kiểm soát, xử lý vi phạm pháp luật, bảo đảm trật tự, an toàn giao thông đường bộ.","Nếu cơ quan cấp giấy phép lưu hành xe quá khổ giới hạn, xe quá tải trọng, xe bánh xích thì cơ quan đó có trách nhiệm gì?","Cơ quan đó có trách nhiệm gửi thông báo ngay cho cơ quan Cảnh sát giao thông Bộ Công an và cơ quan Cảnh sát giao thông thực hiện nhiệm vụ bảo đảm trật tự, an toàn giao thông trên tuyến đường, đoạn đường mà phương tiện đi qua.",luat trật tự,condition
"5. Thanh tra đường bộ, người được giao thực hiện nhiệm vụ thanh tra chuyên ngành đường bộ trong phạm vi chức năng, nhiệm vụ được giao có thẩm quyền xử phạt tại các điểm, khoản, điều của Nghị định này như sau:
a) Khoản 1; điểm a, điểm b, điểm c, điểm d, điểm e khoản 2; khoản 3; khoản 4; khoản 5; điểm a khoản 6; điểm a, điểm d, điểm g, điểm h khoản 7; điểm a, điểm b khoản 8 Điều 26; điểm a khoản 2; điểm i, điểm l khoản 7; điểm b khoản 8; điểm a khoản 9; điểm c khoản 16; điểm a, điểm b khoản 17",Những khoản và điểm nào của Điều 26 mà thanh tra đường bộ có thẩm quyền xử phạt?,"Khoản 1; điểm a, điểm b, điểm c, điểm d, điểm e khoản 2; khoản 3; khoản 4; khoản 5; điểm a khoản 6; điểm a, điểm d, điểm g, điểm h khoản 7; điểm a, điểm b khoản 8; điểm a khoản 2; điểm i, điểm l khoản 7; điểm b khoản 8; điểm a khoản 9; điểm c khoản 16; điểm a, điểm b khoản 17",NĐ 168/2024/NĐ-CP,synthesis
"Điều 2 Nghị định số 70/2022/NĐ-CP ngày 27 tháng 9 năm 2022) như sau:
""3. Sở Giao thông vận tải cấp mới, cấp lại Giấy chứng nhận trung tâm sát hạch lái xe đủ điều kiện hoạt động trong phạm vi tỉnh, thành phố trực thuộc trung ương."".
12. Sửa đổi, bổ sung khoản 2","Cơ quan nào có thẩm quyền cấp mới, cấp lại Giấy chứng nhận trung tâm sát hạch lái xe và phạm vi hoạt động của cơ quan đó?","Sở Giao thông vận tải; trong phạm vi tỉnh, thành phố trực thuộc trung ương",Nghị định 41.2024.NĐ-CP,synthesis
"Điều 23. Qua phà, qua cầu phao
1. Khi đến bến phà, cầu phao, các xe phải xếp hàng theo quy định, không làm cản trở giao thông.
2. Các xe qua phà, qua cầu phao theo thứ tự ưu tiên từ trên xuống dưới như sau:
a) Xe ưu tiên;
b) Xe chở thư báo;
c) Xe chở thực phẩm tươi sống;
d) Xe chở khách công cộng.
Trong trường hợp các xe cùng thứ tự ưu tiên đến bến phà, cầu phao thì xe nào đến trước được qua trước.","Các loại xe được xếp hàng qua phà, qua cầu phao theo thứ tự ưu tiên như thế nào?",Xe ưu tiên; xe chở thư báo; xe chở thực phẩm tươi sống; xe chở khách công cộng,luat trật tự,synthesis
"Điều 63. Đào tạo, kiểm tra cấp chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ cho người điều khiển xe máy chuyên dùng
1. Chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ là giấy chứng nhận cấp cho người có đủ điều kiện theo quy định của pháp luật để điều khiển xe máy chuyên dùng tham gia giao thông đường bộ.",Chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ là gì?,Là giấy chứng nhận cấp cho người có đủ điều kiện theo quy định của pháp luật để điều khiển xe máy chuyên dùng tham gia giao thông đường bộ.,luat trật tự,direct
"Điều 17. Phạm vi bảo vệ trên không và phía dưới đường bộ
1. Phạm vi bảo vệ trên không của phần đường theo phương thẳng đứng không thấp hơn chiều cao tĩnh không của đường. Đối với đoạn đường có dự phòng chiều cao tăng cường lớp mặt đường, chiều cao bù lún và các trường hợp cần dự phòng tôn cao mặt đường thì phải cộng chiều cao này với chiều cao tĩnh không.",Phạm vi bảo vệ trên không của phần đường được xác định như thế nào?,Phạm vi bảo vệ trên không của phần đường theo phương thẳng đứng không thấp hơn chiều cao tĩnh không của đường.,Luật-35-2024-QH15,direct
"Điều 54. Thông tin phục vụ quản lý, sử dụng, vận hành, khai thác đường cao tốc
1. Thông tin phục vụ quản lý, sử dụng, vận hành, khai thác đường cao tốc bao gồm thông tin cố định, thông tin thay đổi được kết nối với trung tâm quản lý, điều hành giao thông tuyến đường cao tốc để điều hành giao thông.","Nếu đường cao tốc cần thông tin để phục vụ quản lý, sử dụng, vận hành, khai thác thì những thông tin nào sẽ được kết nối với trung tâm quản lý, điều hành giao thông?",Thông tin cố định và thông tin thay đổi,Luật-35-2024-QH15,condition
"12. Việc gửi quyết định xử phạt vi phạm hành chính, quyết định tạm giữ tang vật, phương tiện, giấy phép, chứng chỉ hành nghề theo thủ tục hành chính và các biểu mẫu khác trong xử phạt vi phạm hành chính thực hiện theo quy định của Luật Xử lý vi phạm hành chính và có thể gửi cho người vi phạm theo tài khoản đã đăng ký trên Cổng dịch vụ công Quốc gia, Cổng dịch vụ công Bộ Công an (sau đây viết gọn là Cổng dịch vụ công), tài khoản định danh điện tử trên ứng dụng định danh quốc gia, Ứng dụng giao thông trên thiết bị di động khi đáp ứng điều kiện về cơ sở hạ tầng kỹ thuật thông tin.",Các phương thức gửi quyết định xử phạt vi phạm hành chính cho người vi phạm bao gồm những gì?,"Gửi theo tài khoản đã đăng ký trên Cổng dịch vụ công Quốc gia, Cổng dịch vụ công Bộ Công an, tài khoản định danh điện tử trên ứng dụng định danh quốc gia, Ứng dụng giao thông trên thiết bị di động",NĐ 168/2024/NĐ-CP,direct
"2. Việc vận chuyển thực phẩm tươi sống phải bảo đảm các yêu cầu sau đây:
a) Người lái xe phải mang đủ giấy tờ theo quy định của pháp luật;
b) Trong quá trình vận chuyển phải chấp hành các quy định của pháp luật về trật tự, an toàn giao thông đường bộ, an toàn thực phẩm, vệ sinh dịch tễ, phòng dịch và bảo đảm vệ sinh môi trường.",Những yêu cầu nào cần được đáp ứng khi vận chuyển thực phẩm tươi sống?,"Người lái xe phải mang đủ giấy tờ theo quy định của pháp luật; chấp hành các quy định về trật tự, an toàn giao thông đường bộ, an toàn thực phẩm, vệ sinh dịch tễ, phòng dịch và bảo đảm vệ sinh môi trường.",luat trật tự,synthesis
"Điều 86. Nội dung quản lý nhà nước về trật tự, an toàn giao thông đường bộ
1. Xây dựng, ban hành và tổ chức thực hiện chính sách, chiến lược, chương trình, kế hoạch, đề án, dự án về trật tự, an toàn giao thông đường bộ.
2. Ban hành và tổ chức thực hiện các văn bản quy phạm pháp luật về trật tự, an toàn giao thông đường bộ.","Nội dung quản lý nhà nước về trật tự, an toàn giao thông đường bộ bao gồm những gì?","Xây dựng, ban hành và tổ chức thực hiện chính sách, chiến lược, chương trình, kế hoạch, đề án, dự án về trật tự, an toàn giao thông đường bộ và ban hành các văn bản quy phạm pháp luật về trật tự, an toàn giao thông đường bộ.",luat trật tự,direct
"10. Phạt tiền từ 18.000.000 đồng đến 22.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Vận chuyển hàng hóa là phương tiện vận tải, máy móc, thiết bị kỹ thuật, hàng dạng trụ không chằng buộc hoặc chằng buộc không theo quy định (trừ việc vận chuyển máy móc khổ lớn (quá khổ) trên phương tiện chuyên dùng và phải có giấy phép lưu hành trên đường bộ);
b) Chở công-ten-nơ trên xe (kể cả sơ mi rơ moóc) mà không sử dụng cơ cấu khoá hãm công-ten-nơ với xe hoặc có sử dụng cơ cấu khoá hãm nhưng công-ten- nơ vẫn bị xê dịch trong quá trình vận chuyển.",Những hành vi vi phạm nào sẽ bị phạt tiền từ 18.000.000 đồng đến 22.000.000 đồng?,"Vận chuyển hàng hóa là phương tiện vận tải, máy móc, thiết bị kỹ thuật, hàng dạng trụ không chằng buộc hoặc chằng buộc không theo quy định; chở công-ten-nơ trên xe mà không sử dụng cơ cấu khoá hãm công-ten-nơ với xe hoặc có sử dụng cơ cấu khoá hãm nhưng công-ten-nơ vẫn bị xê dịch trong quá trình vận chuyển",NĐ 168/2024/NĐ-CP,synthesis
"Điều 20. Cấp lại giấy phép lái xe
1. Người có giấy phép lái xe còn thời hạn sử dụng mà bị mất, được đề nghị cấp lại giấy phép lái xe. Việc cấp lại giấy phép lái xe bị mất thực hiện theo quy định tại các khoản 2, 3, 4",Những trường hợp nào được cấp lại giấy phép lái xe và quy trình cấp lại diễn ra như thế nào?,"Người có giấy phép lái xe còn thời hạn sử dụng mà bị mất; cấp lại giấy phép lái xe bị mất thực hiện theo quy định tại các khoản 2, 3, 4",TT 12/2024/TT-BGTVT,synthesis
"3. Người được quy định tại khoản 1 và khoản 2 Điều này chỉ được sử dụng phương tiện liên quan đến vụ tai nạn giao thông đường bộ để đưa nạn nhân đi cấp cứu trong trường hợp không có phương tiện nào khác nhưng phải xác định vị trí phương tiện, vị trí nạn nhân tại hiện trường, không được làm thay đổi, mất dấu vết liên quan đến vụ tai nạn giao thông đường bộ. Trường hợp có người chết phải giữ nguyên hiện trường và che đậy thi thể.","Trong trường hợp xảy ra tai nạn giao thông đường bộ, nếu không có phương tiện nào khác để đưa nạn nhân đi cấp cứu thì có được sử dụng phương tiện liên quan đến vụ tai nạn không?","Được, nhưng phải xác định vị trí phương tiện, vị trí nạn nhân tại hiện trường, không được làm thay đổi, mất dấu vết liên quan đến vụ tai nạn giao thông đường bộ.",luat trật tự,direct
"7. Công trình có nhiều chủ sở hữu hoặc nhiều tổ chức, cá nhân quản lý, vận hành, khai thác chung, ngoài việc chịu trách nhiệm quản lý, vận hành, khai thác và bảo trì phần công trình thuộc sở hữu riêng của mình, các chủ sở hữu hoặc tổ chức, cá nhân quản lý, vận hành, khai thác có trách nhiệm quản lý, vận hành, khai thác, bảo trì cả phần công trình thuộc sở hữu, sử dụng chung.","Nếu công trình có nhiều chủ sở hữu hoặc nhiều tổ chức, cá nhân quản lý, vận hành, khai thác chung thì họ có trách nhiệm gì?","các chủ sở hữu hoặc tổ chức, cá nhân quản lý, vận hành, khai thác có trách nhiệm quản lý, vận hành, khai thác, bảo trì cả phần công trình thuộc sở hữu, sử dụng chung",Luật-35-2024-QH15,condition
"3. Cơ quan Công an, cơ quan quản lý đường bộ khi phát hiện hoặc tiếp nhận thông tin về tình huống quy định tại khoản 1 Điều này, theo chức năng, nhiệm vụ của mình, có trách nhiệm sau đây:
a) Tổ chức ngay lực lượng đến nơi xảy ra tình huống đột xuất để bảo đảm trật tự, an toàn giao thông đường bộ tại nơi xảy ra tình huống;
b) Thực hiện các biện pháp quy định tại khoản 2","Nếu cơ quan Công an, cơ quan quản lý đường bộ phát hiện tình huống đột xuất thì họ có trách nhiệm gì?","Tổ chức ngay lực lượng đến nơi xảy ra tình huống để bảo đảm trật tự, an toàn giao thông đường bộ tại nơi xảy ra tình huống",luat trật tự,condition
"5. Cơ quan cấp giấy phép lưu hành xe vận chuyển hàng siêu trường, siêu trọng có trách nhiệm gửi thông báo ngay cho cơ quan Cảnh sát giao thông Bộ Công an và cơ quan Cảnh sát giao thông thực hiện nhiệm vụ bảo đảm trật tự, an toàn giao thông trên tuyến đường, đoạn đường mà phương tiện đi qua để chỉ huy, điều khiển giao thông đường bộ, kiểm tra, kiểm soát, xử lý vi phạm pháp luật, bảo đảm trật tự, an toàn giao thông đường bộ.","Nếu cơ quan cấp giấy phép lưu hành xe vận chuyển hàng siêu trường, siêu trọng thì họ có trách nhiệm gì?","Cơ quan cấp giấy phép lưu hành xe vận chuyển hàng siêu trường, siêu trọng có trách nhiệm gửi thông báo ngay cho cơ quan Cảnh sát giao thông Bộ Công an và cơ quan Cảnh sát giao thông thực hiện nhiệm vụ bảo đảm trật tự, an toàn giao thông trên tuyến đường, đoạn đường mà phương tiện đi qua.",luat trật tự,condition
"1. Lực lượng Cảnh sát giao thông được trang bị vũ khí, công cụ hỗ trợ theo quy định của pháp luật về quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ; phương tiện giao thông đường bộ, phương tiện, thiết bị kỹ thuật nghiệp vụ, thiết bị thông minh hỗ trợ chỉ huy, điều khiển giao thông đường bộ. Lực lượng khác trong Công an nhân dân tham gia phối hợp với Cảnh sát giao thông thực hiện tuần tra, kiểm soát được trang bị phương tiện, thiết bị kỹ thuật nghiệp vụ, vũ khí, công cụ hỗ trợ phù hợp với nhiệm vụ được giao theo quy định của pháp luật.",Lực lượng Cảnh sát giao thông được trang bị những gì để thực hiện nhiệm vụ của mình?,"Lực lượng Cảnh sát giao thông được trang bị vũ khí, công cụ hỗ trợ, phương tiện giao thông đường bộ, phương tiện, thiết bị kỹ thuật nghiệp vụ, thiết bị thông minh hỗ trợ chỉ huy, điều khiển giao thông đường bộ.",luat trật tự,direct
"22. Bổ sung Điều 41b vào Nghị định số 119/2021/NĐ-CP như sau:
""Điều 41b. Sở Giao thông vận tải
1. Quản lý, tổ chức thực hiện việc in ấn Ký hiệu phân biệt quốc gia và các loại giấy phép do Sở Giao thông vận tải cấp phép theo mẫu quy định tại các Phụ lục III, Phụ lục IV, Phụ lục V và Phụ lục VI của Nghị định này.",Nếu Sở Giao thông vận tải cấp phép thì họ có trách nhiệm quản lý và tổ chức in ấn những loại giấy phép nào?,"Ký hiệu phân biệt quốc gia và các loại giấy phép theo mẫu quy định tại các Phụ lục III, Phụ lục IV, Phụ lục V và Phụ lục VI của Nghị định này.",Nghị định 41.2024.NĐ-CP,condition
"2. Để bảo đảm thi hành quyết định xử phạt vi phạm hành chính hoặc để xác minh tình tiết làm căn cứ ra quyết định xử phạt, người có thẩm quyền xử phạt có thể quyết định tạm giữ phương tiện, giấy tờ có liên quan đến người điều khiển và phương tiện vi phạm một trong các hành vi quy định tại Nghị định này theo quy định tại điểm a, điểm c khoản 1; khoản 2; khoản 6; khoản 7; khoản 8",Khi nào thì người có thẩm quyền xử phạt có thể quyết định tạm giữ phương tiện và giấy tờ?,Để bảo đảm thi hành quyết định xử phạt vi phạm hành chính hoặc để xác minh tình tiết làm căn cứ ra quyết định xử phạt,NĐ 168/2024/NĐ-CP,direct
"2. Cảnh sát giao thông trong phạm vi chức năng, nhiệm vụ được giao có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
a) Điều 6, Điều 7, Điều 8, Điều 9, Điều 10, Điều 11, Điều 12, Điều 13, Điều 14, Điều 15, Điều 16, Điều 17, Điều 18, Điều 19, Điều 20, Điều 21, Điều 22, Điều 23, Điều 24, Điều 25, Điều 26, Điều 27, Điều 28, Điều 29, Điều 30, Điều 31, Điều 32, Điều 33, Điều 34, Điều 35, Điều 36;
b) Khoản 1, điểm a khoản 3, điểm b khoản 4, khoản 5 Điều 37;
c) Điều 38;
d) Điểm a, điểm b, điểm c, điểm d, điểm e khoản 1; điểm a khoản 2; điểm a, điểm b, điểm c khoản 3; điểm d khoản 4; khoản 8",Cảnh sát giao thông có thẩm quyền xử phạt đối với những hành vi vi phạm nào?,"Các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này",NĐ 168/2024/NĐ-CP,direct
"2. Sửa đổi, bổ sung mục 23 trong Danh mục quy hoạch có tính chất kỹ thuật, chuyên ngành thuộc Phụ lục II ban hành kèm theo Luật Quy hoạch số 21/2017/QH14 đã được sửa đổi, bổ sung một số điều theo Luật số 15/2023/QH15, Luật số 16/2023/QH15, Luật số 28/2023/QH15 và Luật số 31/2024/QH15 như sau:","Những luật nào đã sửa đổi, bổ sung Luật Quy hoạch số 21/2017/QH14?",Luật số 15/2023/QH15; Luật số 16/2023/QH15; Luật số 28/2023/QH15; Luật số 31/2024/QH15,Luật-35-2024-QH15,synthesis
"4. Trường hợp người lái xe có nhu cầu đổi giấy phép lái xe xuống hạng thấp hơn, phải khai rõ tại đơn đề nghị đổi hoặc cấp lại giấy phép lái xe quy định tại Phụ lục XII ban hành kèm theo Thông tư này và chịu trách nhiệm về nội dung kê khai.
5. Hồ sơ đổi giấy phép lái xe quân sự là hồ sơ gốc gồm các tài liệu quy định tại khoản 2 Điều này, giao cho người lái xe tự bảo quản.",Hồ sơ đổi giấy phép lái xe quân sự và đổi giấy phép lái xe xuống hạng thấp hơn gồm những gì?,Hồ sơ đổi giấy phép lái xe quân sự là hồ sơ gốc gồm các tài liệu quy định tại khoản 2; đơn đề nghị đổi hoặc cấp lại giấy phép lái xe quy định tại Phụ lục XII ban hành kèm theo Thông tư này,TT 12/2024/TT-BGTVT,synthesis
2. Cơ sở đào tạo lái xe ô tô thực hiện trang bị thiết bị giám sát thời gian và quãng đường học thực hành lái xe của học viên trên xe tập lái trên sân tập lái kể từ ngày Quy chuẩn thay thế Quy chuẩn QCVN 105:2020/BGTVT (Quy chuẩn kỹ thuật quốc gia về thiết bị giám sát thời gian và quãng đường học thực hành lái xe) có hiệu lực thi hành.,Nếu Quy chuẩn thay thế Quy chuẩn QCVN 105:2020/BGTVT có hiệu lực thi hành thì cơ sở đào tạo lái xe ô tô thực hiện trang bị thiết bị giám sát như thế nào?,Thực hiện trang bị thiết bị giám sát thời gian và quãng đường học thực hành lái xe của học viên trên xe tập lái trên sân tập lái.,Nghị định 41.2024.NĐ-CP,condition
"Điều 52 như sau:
“b) Trong thời gian chưa thực hiện phương án xử lý, chưa lựa chọn được nhà đầu tư thay thế, cơ quan ký kết hợp đồng chịu trách nhiệm tổ chức bảo đảm an toàn, chống xuống cấp cho công trình, hệ thống cơ sở hạ tầng đối với dự án đang trong giai đoạn xây dựng; tổ chức vận hành, kinh doanh công trình, hệ thống cơ sở hạ tầng nhằm bảo đảm tính liên tục của việc cung cấp sản phẩm, dịch vụ công đối với dự án đang trong giai đoạn vận hành. Đối với kết cấu hạ tầng đường bộ, cơ quan ký kết hợp đồng còn phải chịu trách nhiệm theo quy định của pháp luật về đường bộ và quy định khác của pháp luật có liên quan.”.
c) Sửa đổi, bổ sung điểm b khoản 4",Nếu dự án đang trong giai đoạn xây dựng thì cơ quan ký kết hợp đồng có trách nhiệm gì?,"Cơ quan ký kết hợp đồng phải tổ chức bảo đảm an toàn, chống xuống cấp cho công trình, hệ thống cơ sở hạ tầng.",Luật-35-2024-QH15,condition
