context,question,answer,source,type
"10. Phạt tiền từ 40.000.000 đồng đến 60.000.000 đồng đối với đơn vị sản xuất, lắp ráp, nhập khẩu thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô, đơn vị cung cấp dịch vụ liên quan đến giám sát hành trình, ghi nhận hình ảnh người lái xe thực hiện một trong các hành vi vi phạm sau đây:
a) Làm sai lệch thông tin, dữ liệu của thiết bị giám sát hành trình của xe ô tô;
b) Làm sai lệch thông tin, dữ liệu của thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô.","Có những hành vi vi phạm nào liên quan đến thiết bị giám sát hành trình và thiết bị ghi nhận hình ảnh người lái xe, quy trình xử phạt như thế nào và ai chịu trách nhiệm?","Đơn vị sản xuất, lắp ráp, nhập khẩu thiết bị ghi nhận hình ảnh người lái xe lắp trên xe ô tô và đơn vị cung cấp dịch vụ liên quan đến giám sát hành trình thực hiện hành vi làm sai lệch thông tin, dữ liệu của thiết bị giám sát hành trình hoặc thiết bị ghi nhận hình ảnh người lái xe sẽ bị phạt tiền từ 40.000.000 đồng đến 60.000.000 đồng.",NĐ 168/2024/NĐ-CP,synthesis
"Điều 76. Giải quyết tình huống đột xuất gây mất trật tự, an toàn giao thông trên đường bộ
1. Tình huống đột xuất gây mất trật tự, an toàn giao thông trên đường bộ bao gồm: ùn tắc giao thông; tai nạn giao thông đường bộ; hư hỏng kết cấu hạ tầng giao thông đường bộ; thiên tai, cháy, nổ gây mất an toàn giao thông đường bộ; tình huống phức tạp về an ninh, trật tự trên đường bộ.","Tình huống nào được coi là gây mất trật tự, an toàn giao thông trên đường bộ?","Tình huống đột xuất gây mất trật tự, an toàn giao thông trên đường bộ bao gồm ùn tắc giao thông, tai nạn giao thông đường bộ, hư hỏng kết cấu hạ tầng giao thông đường bộ, thiên tai, cháy, nổ gây mất an toàn giao thông đường bộ và tình huống phức tạp về an ninh, trật tự trên đường bộ.",luat trật tự,direct
"Điều 76. Giải quyết tình huống đột xuất gây mất trật tự, an toàn giao thông trên đường bộ
1. Tình huống đột xuất gây mất trật tự, an toàn giao thông trên đường bộ bao gồm: ùn tắc giao thông; tai nạn giao thông đường bộ; hư hỏng kết cấu hạ tầng giao thông đường bộ; thiên tai, cháy, nổ gây mất an toàn giao thông đường bộ; tình huống phức tạp về an ninh, trật tự trên đường bộ.","Nếu xảy ra tình huống phức tạp về an ninh, trật tự trên đường bộ thì phải xử lý như thế nào?","Nếu xảy ra tình huống phức tạp về an ninh, trật tự trên đường bộ thì sẽ được giải quyết theo quy định tại Điều 76 về giải quyết tình huống đột xuất gây mất trật tự, an toàn giao thông trên đường bộ.",luat trật tự,condition
"Điều 76. Giải quyết tình huống đột xuất gây mất trật tự, an toàn giao thông trên đường bộ
1. Tình huống đột xuất gây mất trật tự, an toàn giao thông trên đường bộ bao gồm: ùn tắc giao thông; tai nạn giao thông đường bộ; hư hỏng kết cấu hạ tầng giao thông đường bộ; thiên tai, cháy, nổ gây mất an toàn giao thông đường bộ; tình huống phức tạp về an ninh, trật tự trên đường bộ.","Có những loại tình huống nào gây mất trật tự, an toàn giao thông trên đường bộ và quy trình giải quyết chúng gồm những bước gì?","Có những loại tình huống gây mất trật tự, an toàn giao thông trên đường bộ bao gồm: ùn tắc giao thông, tai nạn giao thông đường bộ, hư hỏng kết cấu hạ tầng giao thông đường bộ, thiên tai, cháy, nổ và tình huống phức tạp về an ninh, trật tự. Đoạn văn không cung cấp thông tin về quy trình giải quyết.",luat trật tự,synthesis
"Điều 29. Sử dụng IDP
1. IDP do Việt Nam cấp theo Công ước về giao thông đường bộ năm 1968 không có giá trị sử dụng trong lãnh thổ Việt Nam.
2. IDP được công nhận theo điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên sẽ được thực hiện theo điều ước quốc tế đó.
HỆ THỐNG THÔNG TIN VỀ SÁT HẠCH, CẤP GIẤY PHÉP LÁI XE",Giấy phép lái xe quốc tế (IDP) do Việt Nam cấp có giá trị sử dụng trong lãnh thổ Việt Nam không?,Giấy phép lái xe quốc tế (IDP) do Việt Nam cấp không có giá trị sử dụng trong lãnh thổ Việt Nam.,TT 12/2024/TT-BGTVT,direct
"Điều 29. Sử dụng IDP
1. IDP do Việt Nam cấp theo Công ước về giao thông đường bộ năm 1968 không có giá trị sử dụng trong lãnh thổ Việt Nam.
2. IDP được công nhận theo điều ước quốc tế mà nước Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên sẽ được thực hiện theo điều ước quốc tế đó.
HỆ THỐNG THÔNG TIN VỀ SÁT HẠCH, CẤP GIẤY PHÉP LÁI XE",Nếu tôi mang IDP do nước ngoài cấp thì có được công nhận tại Việt Nam không?,"Nếu IDP được cấp theo điều ước quốc tế mà Việt Nam là thành viên, thì nó sẽ được công nhận tại Việt Nam theo điều ước quốc tế đó.",TT 12/2024/TT-BGTVT,condition
"4. Không được quay đầu xe ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, gầm cầu vượt, ngầm, tại nơi đường bộ giao nhau cùng mức với đường sắt, đường hẹp, đường dốc, đoạn đường cong tầm nhìn bị che khuất, trên đường cao tốc, trong hầm đường bộ, trên đường một chiều, trừ khi có hiệu lệnh của người điều khiển giao thông hoặc chỉ dẫn của biển báo hiệu tạm thời.",Nếu tôi đang đi trên đường một chiều và muốn quay đầu xe thì có được phép không?,"Không được phép quay đầu xe trên đường một chiều, trừ khi có hiệu lệnh của người điều khiển giao thông hoặc chỉ dẫn của biển báo hiệu tạm thời.",luat trật tự,condition
"4. Không được quay đầu xe ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, gầm cầu vượt, ngầm, tại nơi đường bộ giao nhau cùng mức với đường sắt, đường hẹp, đường dốc, đoạn đường cong tầm nhìn bị che khuất, trên đường cao tốc, trong hầm đường bộ, trên đường một chiều, trừ khi có hiệu lệnh của người điều khiển giao thông hoặc chỉ dẫn của biển báo hiệu tạm thời.",Có những loại đường nào mà tôi không được quay đầu xe và quy trình xử lý vi phạm như thế nào?,"Không được quay đầu xe ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, gầm cầu vượt, ngầm, tại nơi đường bộ giao nhau cùng mức với đường sắt, đường hẹp, đường dốc, đoạn đường cong tầm nhìn bị che khuất, trên đường cao tốc, trong hầm đường bộ, trên đường một chiều. Đoạn văn không cung cấp thông tin về quy trình xử lý vi phạm.",luat trật tự,synthesis
"1. Dịch vụ cho thuê phương tiện giao thông cơ giới đường bộ bao gồm:
a) Dịch vụ cho thuê phương tiện để tự lái là việc tổ chức, cá nhân cho thuê xe ô tô chở người dưới 08 chỗ (không kể chỗ của người lái xe), xe gắn máy, xe mô tô hai bánh, xe mô tô ba bánh để người thuê xe tự điều khiển phương tiện;
b) Dịch vụ cho thuê phương tiện để kinh doanh vận tải, vận tải nội bộ là việc tổ chức, cá nhân cho thuê xe ô tô (không bao gồm thuê người lái xe) để bên thuê xe tổ chức hoạt động kinh doanh vận tải bằng xe ô tô hoặc vận tải nội bộ.",Dịch vụ cho thuê phương tiện giao thông cơ giới đường bộ được chia thành mấy loại?,"Dịch vụ cho thuê phương tiện giao thông cơ giới đường bộ được chia thành 2 loại, bao gồm dịch vụ cho thuê phương tiện để tự lái và dịch vụ cho thuê phương tiện để kinh doanh vận tải, vận tải nội bộ.",Luật-35-2024-QH15,direct
"1. Dịch vụ cho thuê phương tiện giao thông cơ giới đường bộ bao gồm:
a) Dịch vụ cho thuê phương tiện để tự lái là việc tổ chức, cá nhân cho thuê xe ô tô chở người dưới 08 chỗ (không kể chỗ của người lái xe), xe gắn máy, xe mô tô hai bánh, xe mô tô ba bánh để người thuê xe tự điều khiển phương tiện;
b) Dịch vụ cho thuê phương tiện để kinh doanh vận tải, vận tải nội bộ là việc tổ chức, cá nhân cho thuê xe ô tô (không bao gồm thuê người lái xe) để bên thuê xe tổ chức hoạt động kinh doanh vận tải bằng xe ô tô hoặc vận tải nội bộ.",Nếu tôi muốn cho thuê xe ô tô để kinh doanh vận tải thì cần đáp ứng những điều kiện gì?,"Nếu bạn muốn cho thuê xe ô tô để kinh doanh vận tải, bạn cần cho thuê xe ô tô (không bao gồm thuê người lái xe) để bên thuê xe tổ chức hoạt động kinh doanh vận tải bằng xe ô tô hoặc vận tải nội bộ.",Luật-35-2024-QH15,condition
"1. Dịch vụ cho thuê phương tiện giao thông cơ giới đường bộ bao gồm:
a) Dịch vụ cho thuê phương tiện để tự lái là việc tổ chức, cá nhân cho thuê xe ô tô chở người dưới 08 chỗ (không kể chỗ của người lái xe), xe gắn máy, xe mô tô hai bánh, xe mô tô ba bánh để người thuê xe tự điều khiển phương tiện;
b) Dịch vụ cho thuê phương tiện để kinh doanh vận tải, vận tải nội bộ là việc tổ chức, cá nhân cho thuê xe ô tô (không bao gồm thuê người lái xe) để bên thuê xe tổ chức hoạt động kinh doanh vận tải bằng xe ô tô hoặc vận tải nội bộ.","Dịch vụ cho thuê phương tiện giao thông cơ giới đường bộ gồm những loại nào, quy trình cho thuê như thế nào và ai là người chịu trách nhiệm chính trong dịch vụ này?","Dịch vụ cho thuê phương tiện giao thông cơ giới đường bộ gồm hai loại là dịch vụ cho thuê phương tiện để tự lái và dịch vụ cho thuê phương tiện để kinh doanh vận tải, vận tải nội bộ. Đoạn văn không cung cấp thông tin về quy trình cho thuê và người chịu trách nhiệm chính trong dịch vụ này.",Luật-35-2024-QH15,synthesis
"3. Cơ sở khám bệnh, chữa bệnh cấp cứu ban đầu người bị tai nạn do tai nạn giao thông đường bộ có trách nhiệm báo ngay cho cơ quan Công an nơi gần nhất; thực hiện xét nghiệm nồng độ cồn, chất ma túy hoặc các chất kích thích khác trong máu của người điều khiển phương tiện tham gia giao thông đường bộ. Đối với cơ sở khám bệnh, chữa bệnh không đủ điều kiện xét nghiệm, phải lấy mẫu máu bảo quản và chuyển mẫu máu theo đúng quy định đến cơ sở xét nghiệm.","Cơ sở khám bệnh, chữa bệnh cấp cứu ban đầu người bị tai nạn do tai nạn giao thông đường bộ phải làm gì?","Cơ sở khám bệnh, chữa bệnh cấp cứu ban đầu người bị tai nạn do tai nạn giao thông đường bộ có trách nhiệm báo ngay cho cơ quan Công an nơi gần nhất và thực hiện xét nghiệm nồng độ cồn, chất ma túy hoặc các chất kích thích khác trong máu của người điều khiển phương tiện tham gia giao thông đường bộ.",luat trật tự,direct
"3. Cơ sở khám bệnh, chữa bệnh cấp cứu ban đầu người bị tai nạn do tai nạn giao thông đường bộ có trách nhiệm báo ngay cho cơ quan Công an nơi gần nhất; thực hiện xét nghiệm nồng độ cồn, chất ma túy hoặc các chất kích thích khác trong máu của người điều khiển phương tiện tham gia giao thông đường bộ. Đối với cơ sở khám bệnh, chữa bệnh không đủ điều kiện xét nghiệm, phải lấy mẫu máu bảo quản và chuyển mẫu máu theo đúng quy định đến cơ sở xét nghiệm.","Nếu cơ sở khám bệnh, chữa bệnh không đủ điều kiện xét nghiệm nồng độ cồn thì phải xử lý mẫu máu như thế nào?","Nếu cơ sở khám bệnh, chữa bệnh không đủ điều kiện xét nghiệm nồng độ cồn thì phải lấy mẫu máu, bảo quản và chuyển mẫu máu theo đúng quy định đến cơ sở xét nghiệm.",luat trật tự,condition
"Điều 4 Thông tư này để cấp giấy phép lái xe.
Trường hợp giấy phép lái xe quá thời hạn sử dụng từ 01 năm trở lên kể từ ngày hết hạn thì phải sát hạch lý thuyết, thực hành lái xe trong hình và trên đường để cấp giấy phép lái xe theo quy định tại các khoản 1, 2, 3",Nếu giấy phép lái xe quá hạn sử dụng dưới 01 năm thì có phải sát hạch lại không?,Nếu giấy phép lái xe quá hạn sử dụng dưới 01 năm thì không phải sát hạch lại.,TT 12/2024/TT-BGTVT,condition
"3. Tại các đoạn đường chồng lấn, giao nhau, phần đất để bảo vệ, bảo trì đường bộ được xác định theo đường có cấp kỹ thuật cao hơn; đối với các đường liền kề nhau, phần đất để bảo vệ, bảo trì đường bộ được xác định từ mép của đường ngoài cùng trở ra.","Phần đất để bảo vệ, bảo trì đường bộ được xác định như thế nào tại các đoạn đường chồng lấn?","Phần đất để bảo vệ, bảo trì đường bộ tại các đoạn đường chồng lấn được xác định theo đường có cấp kỹ thuật cao hơn.",Luật-35-2024-QH15,direct
"8. Đưa xe cơ giới, xe máy chuyên dùng không bảo đảm quy định của pháp luật về an toàn kỹ thuật và bảo vệ môi trường, phương tiện khác không đủ điều kiện theo quy định của pháp luật để tham gia giao thông đường bộ.
9. Nhập khẩu, sản xuất, lắp ráp xe cơ giới, xe máy chuyên dùng không bảo đảm quy định của pháp luật về chất lượng an toàn kỹ thuật và bảo vệ môi trường.",Nếu xe máy chuyên dùng không đủ điều kiện về bảo vệ môi trường thì có được tham gia giao thông đường bộ không?,"Không, nếu xe máy chuyên dùng không đủ điều kiện về bảo vệ môi trường thì không được tham gia giao thông đường bộ.",luat trật tự,condition
"8. Đưa xe cơ giới, xe máy chuyên dùng không bảo đảm quy định của pháp luật về an toàn kỹ thuật và bảo vệ môi trường, phương tiện khác không đủ điều kiện theo quy định của pháp luật để tham gia giao thông đường bộ.
9. Nhập khẩu, sản xuất, lắp ráp xe cơ giới, xe máy chuyên dùng không bảo đảm quy định của pháp luật về chất lượng an toàn kỹ thuật và bảo vệ môi trường.","Có những loại xe nào phải đáp ứng quy định về an toàn kỹ thuật và bảo vệ môi trường, quy trình kiểm tra gồm những bước gì và ai chịu trách nhiệm đảm bảo điều này?","Xe cơ giới, xe máy chuyên dùng phải đáp ứng quy định về an toàn kỹ thuật và bảo vệ môi trường. Đoạn văn không cung cấp thông tin về quy trình kiểm tra và trách nhiệm đảm bảo.",luat trật tự,synthesis
"2. Công trình quy định tại khoản 1 Điều này khi xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ phải bảo đảm quy chuẩn, tiêu chuẩn kỹ thuật, an toàn trong xây dựng, an toàn giao thông đường bộ, quy định của pháp luật về bảo vệ môi trường và không ảnh hưởng đến khai thác, sử dụng kết cấu hạ tầng đường bộ.","Khi xây dựng công trình trong phạm vi bảo vệ kết cấu hạ tầng đường bộ, cần đáp ứng những tiêu chuẩn kỹ thuật nào?","Khi xây dựng công trình trong phạm vi bảo vệ kết cấu hạ tầng đường bộ, cần đáp ứng quy chuẩn, tiêu chuẩn kỹ thuật, an toàn trong xây dựng, an toàn giao thông đường bộ.",Luật-35-2024-QH15,direct
"2. Công trình quy định tại khoản 1 Điều này khi xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ phải bảo đảm quy chuẩn, tiêu chuẩn kỹ thuật, an toàn trong xây dựng, an toàn giao thông đường bộ, quy định của pháp luật về bảo vệ môi trường và không ảnh hưởng đến khai thác, sử dụng kết cấu hạ tầng đường bộ.","Nếu công trình ảnh hưởng đến khai thác, sử dụng kết cấu hạ tầng đường bộ thì sẽ bị xử lý như thế nào?","Công trình không được phép xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ nếu ảnh hưởng đến khai thác, sử dụng kết cấu hạ tầng đường bộ.",Luật-35-2024-QH15,condition
"2. Công trình quy định tại khoản 1 Điều này khi xây dựng, lắp đặt trong phạm vi bảo vệ kết cấu hạ tầng đường bộ phải bảo đảm quy chuẩn, tiêu chuẩn kỹ thuật, an toàn trong xây dựng, an toàn giao thông đường bộ, quy định của pháp luật về bảo vệ môi trường và không ảnh hưởng đến khai thác, sử dụng kết cấu hạ tầng đường bộ.","Công trình trong phạm vi bảo vệ kết cấu hạ tầng đường bộ gồm những loại nào, quy trình xây dựng và lắp đặt ra sao, và ai sẽ chịu trách nhiệm đảm bảo an toàn giao thông đường bộ?","Công trình trong phạm vi bảo vệ kết cấu hạ tầng đường bộ phải bảo đảm quy chuẩn, tiêu chuẩn kỹ thuật, an toàn trong xây dựng, an toàn giao thông đường bộ, nhưng đoạn văn không quy định rõ loại công trình và quy trình xây dựng, lắp đặt.",Luật-35-2024-QH15,synthesis
"2. Cảnh sát giao thông trong phạm vi chức năng, nhiệm vụ được giao có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
a) Điều 6, Điều 7, Điều 8, Điều 9, Điều 10, Điều 11, Điều 12, Điều 13, Điều 14, Điều 15, Điều 16, Điều 17, Điều 18, Điều 19, Điều 20, Điều 21, Điều 22, Điều 23, Điều 24, Điều 25, Điều 26, Điều 27, Điều 28, Điều 29, Điều 30, Điều 31, Điều 32, Điều 33, Điều 34, Điều 35, Điều 36;
b) Khoản 1, điểm a khoản 3, điểm b khoản 4, khoản 5 Điều 37;
c) Điều 38;
d) Điểm a, điểm b, điểm c, điểm d, điểm e khoản 1; điểm a khoản 2; điểm a, điểm b, điểm c khoản 3; điểm d khoản 4; khoản 8",Cảnh sát giao thông có thẩm quyền xử phạt những hành vi vi phạm nào?,"Cảnh sát giao thông có thẩm quyền xử phạt các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này, bao gồm các điều từ 6 đến 36, một số khoản của điều 37, điều 38 và một số điểm của các khoản trong các điều khác.",NĐ 168/2024/NĐ-CP,direct
"2. Cảnh sát giao thông trong phạm vi chức năng, nhiệm vụ được giao có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
a) Điều 6, Điều 7, Điều 8, Điều 9, Điều 10, Điều 11, Điều 12, Điều 13, Điều 14, Điều 15, Điều 16, Điều 17, Điều 18, Điều 19, Điều 20, Điều 21, Điều 22, Điều 23, Điều 24, Điều 25, Điều 26, Điều 27, Điều 28, Điều 29, Điều 30, Điều 31, Điều 32, Điều 33, Điều 34, Điều 35, Điều 36;
b) Khoản 1, điểm a khoản 3, điểm b khoản 4, khoản 5 Điều 37;
c) Điều 38;
d) Điểm a, điểm b, điểm c, điểm d, điểm e khoản 1; điểm a khoản 2; điểm a, điểm b, điểm c khoản 3; điểm d khoản 4; khoản 8",Nếu tôi vi phạm quy định tại Điều 6 thì sẽ bị xử phạt như thế nào?,Cảnh sát giao thông có thẩm quyền xử phạt đối với hành vi vi phạm quy định tại Điều 6.,NĐ 168/2024/NĐ-CP,condition
"2. Cảnh sát giao thông trong phạm vi chức năng, nhiệm vụ được giao có thẩm quyền xử phạt đối với các hành vi vi phạm quy định tại các điểm, khoản, điều của Nghị định này như sau:
a) Điều 6, Điều 7, Điều 8, Điều 9, Điều 10, Điều 11, Điều 12, Điều 13, Điều 14, Điều 15, Điều 16, Điều 17, Điều 18, Điều 19, Điều 20, Điều 21, Điều 22, Điều 23, Điều 24, Điều 25, Điều 26, Điều 27, Điều 28, Điều 29, Điều 30, Điều 31, Điều 32, Điều 33, Điều 34, Điều 35, Điều 36;
b) Khoản 1, điểm a khoản 3, điểm b khoản 4, khoản 5 Điều 37;
c) Điều 38;
d) Điểm a, điểm b, điểm c, điểm d, điểm e khoản 1; điểm a khoản 2; điểm a, điểm b, điểm c khoản 3; điểm d khoản 4; khoản 8",Cảnh sát giao thông có thẩm quyền xử phạt bao nhiêu loại hành vi vi phạm và quy trình xử phạt gồm những bước gì?,"Cảnh sát giao thông có thẩm quyền xử phạt nhiều hành vi vi phạm quy định tại các điều và khoản khác nhau, tuy nhiên đoạn văn không cung cấp thông tin về quy trình xử phạt.",NĐ 168/2024/NĐ-CP,synthesis
"Điều 66. Vận tải hành khách, hàng hóa bằng xe bốn bánh có gắn động cơ
1. Doanh nghiệp, hợp tác xã, hộ kinh doanh sử dụng xe bốn bánh có gắn động cơ để kinh doanh vận tải phải thực hiện theo quy định của Luật này và quy định của pháp luật về trật tự, an toàn giao thông đường bộ.","Có những loại hình kinh doanh vận tải bằng xe bốn bánh có gắn động cơ nào và quy trình đăng ký kinh doanh bao gồm những bước gì, ai sẽ chịu trách nhiệm chính trong việc đảm bảo an toàn giao thông?","Đoạn văn không cung cấp thông tin về quy trình đăng ký kinh doanh và các bước cụ thể, cũng như không đề cập đến việc ai sẽ chịu trách nhiệm chính trong việc đảm bảo an toàn giao thông.",Luật-35-2024-QH15,synthesis
"6. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển phương tiện thực hiện hành vi vi phạm còn bị trừ điểm giấy phép lái xe như sau:
a) Thực hiện hành vi quy định tại khoản 1 Điều này bị trừ điểm giấy phép lái xe 02 điểm;
b) Thực hiện hành vi quy định tại khoản 2, khoản 3 Điều này bị trừ điểm giấy phép lái xe 04 điểm.",Nếu người lái xe thực hiện hành vi vi phạm tại khoản 2 thì bị trừ bao nhiêu điểm?,Người lái xe thực hiện hành vi vi phạm tại khoản 2 sẽ bị trừ 04 điểm giấy phép lái xe.,NĐ 168/2024/NĐ-CP,condition
"6. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển phương tiện thực hiện hành vi vi phạm còn bị trừ điểm giấy phép lái xe như sau:
a) Thực hiện hành vi quy định tại khoản 1 Điều này bị trừ điểm giấy phép lái xe 02 điểm;
b) Thực hiện hành vi quy định tại khoản 2, khoản 3 Điều này bị trừ điểm giấy phép lái xe 04 điểm.",Trừ điểm giấy phép lái xe được quy định như thế nào và ai sẽ bị trừ điểm?,"Người điều khiển phương tiện thực hiện hành vi vi phạm sẽ bị trừ điểm giấy phép lái xe, với mức trừ 02 điểm theo quy định tại khoản 1 và 04 điểm theo quy định tại khoản 2, khoản 3.",NĐ 168/2024/NĐ-CP,synthesis
"4. Đường cao tốc trước khi đưa vào khai thác phải bố trí đầy đủ hệ thống báo hiệu tốc độ, khoảng cách giữa các xe; đối với các tuyến đường khác, căn cứ vào hiện trạng của công trình đường bộ và tình hình giao thông thực tế của từng đoạn tuyến, cơ quan quản lý đường bộ quyết định việc bố trí hệ thống báo hiệu đường bộ để bảo đảm khả năng thông hành và an toàn giao thông đường bộ.",Nếu tôi lái xe trên đường cao tốc và không thấy biển báo hiệu tốc độ thì tôi nên làm gì?,"Nếu bạn lái xe trên đường cao tốc và không thấy biển báo hiệu tốc độ, bạn nên giảm tốc độ và lái xe cẩn thận để đảm bảo an toàn giao thông.",Luật-35-2024-QH15,condition
"Điều 39. Cấp, thu hồi chứng nhận đăng ký xe và biển số xe cơ giới, xe máy chuyên dùng tham gia giao thông đường bộ
1. Việc cấp mới chứng nhận đăng ký xe và biển số xe cơ giới, xe máy chuyên dùng phải bảo đảm các điều kiện sau đây:
a) Chứng nhận nguồn gốc xe;
b) Chứng nhận quyền sở hữu hợp pháp;
c) Chứng từ hoàn thành nghĩa vụ tài chính.",Muốn cấp chứng nhận đăng ký xe thì cần những giấy tờ gì?,"Muốn cấp chứng nhận đăng ký xe thì cần có chứng nhận nguồn gốc xe, chứng nhận quyền sở hữu hợp pháp và chứng từ hoàn thành nghĩa vụ tài chính.",luat trật tự,direct
"Điều 39. Cấp, thu hồi chứng nhận đăng ký xe và biển số xe cơ giới, xe máy chuyên dùng tham gia giao thông đường bộ
1. Việc cấp mới chứng nhận đăng ký xe và biển số xe cơ giới, xe máy chuyên dùng phải bảo đảm các điều kiện sau đây:
a) Chứng nhận nguồn gốc xe;
b) Chứng nhận quyền sở hữu hợp pháp;
c) Chứng từ hoàn thành nghĩa vụ tài chính.",Nếu không có chứng nhận quyền sở hữu hợp pháp thì có được cấp chứng nhận đăng ký xe không?,"Không, nếu không có chứng nhận quyền sở hữu hợp pháp thì không được cấp chứng nhận đăng ký xe.",luat trật tự,condition
"Điều 39. Cấp, thu hồi chứng nhận đăng ký xe và biển số xe cơ giới, xe máy chuyên dùng tham gia giao thông đường bộ
1. Việc cấp mới chứng nhận đăng ký xe và biển số xe cơ giới, xe máy chuyên dùng phải bảo đảm các điều kiện sau đây:
a) Chứng nhận nguồn gốc xe;
b) Chứng nhận quyền sở hữu hợp pháp;
c) Chứng từ hoàn thành nghĩa vụ tài chính.","Cấp chứng nhận đăng ký xe và biển số xe cơ giới, xe máy chuyên dùng tham gia giao thông đường bộ gồm những loại giấy tờ và quy trình nào?","Việc cấp mới chứng nhận đăng ký xe và biển số xe cơ giới, xe máy chuyên dùng phải bảo đảm các điều kiện sau đây: chứng nhận nguồn gốc xe, chứng nhận quyền sở hữu hợp pháp và chứng từ hoàn thành nghĩa vụ tài chính.",luat trật tự,synthesis
"6. Bộ Khoa học và Công nghệ ban hành quy chuẩn kỹ thuật quốc gia về mũ bảo hiểm cho người đi xe mô tô, xe gắn máy, xe đạp máy.
7. Bộ, cơ quan ngang Bộ, trong phạm vi nhiệm vụ, quyền hạn của mình, có trách nhiệm phối hợp với Bộ Công an thực hiện quản lý nhà nước về trật tự, an toàn giao thông đường bộ.","Mũ bảo hiểm cho người đi xe mô tô, xe gắn máy, xe đạp máy cần đáp ứng những quy chuẩn kỹ thuật nào?","Mũ bảo hiểm cho người đi xe mô tô, xe gắn máy, xe đạp máy cần đáp ứng quy chuẩn kỹ thuật quốc gia do Bộ Khoa học và Công nghệ ban hành.",luat trật tự,direct
"8. Giấy phép lái xe bằng vật liệu PET và giấy phép lái xe cấp từ ngày 01 tháng 01 năm 2025, giấy phép lái xe cấp trước ngày Thông tư này có hiệu lực là giấy phép lái xe do cơ quan có thẩm quyền cấp có hiệu lực, có số phôi, ngày cấp, ngày hết hạn in trên giấy phép lái xe trùng với số phôi, ngày cấp, ngày hết hạn trong hệ thống thông tin quản lý giấy phép lái xe hoặc có thông tin giấy phép lái xe đã được tích hợp vào tài khoản định danh điện tử.",Giấy phép lái xe bằng vật liệu PET có hiệu lực không?,Giấy phép lái xe bằng vật liệu PET có hiệu lực.,TT 12/2024/TT-BGTVT,direct
"8. Giấy phép lái xe bằng vật liệu PET và giấy phép lái xe cấp từ ngày 01 tháng 01 năm 2025, giấy phép lái xe cấp trước ngày Thông tư này có hiệu lực là giấy phép lái xe do cơ quan có thẩm quyền cấp có hiệu lực, có số phôi, ngày cấp, ngày hết hạn in trên giấy phép lái xe trùng với số phôi, ngày cấp, ngày hết hạn trong hệ thống thông tin quản lý giấy phép lái xe hoặc có thông tin giấy phép lái xe đã được tích hợp vào tài khoản định danh điện tử.",Nếu giấy phép lái xe cấp trước ngày Thông tư này có hiệu lực thì có cần đổi không?,"Giấy phép lái xe cấp trước ngày Thông tư này có hiệu lực vẫn là giấy phép lái xe hợp lệ và không cần đổi nếu có số phôi, ngày cấp, ngày hết hạn in trên giấy phép lái xe trùng với số phôi, ngày cấp, ngày hết hạn trong hệ thống thông tin quản lý giấy phép lái xe hoặc có thông tin giấy phép lái xe đã được tích hợp vào tài khoản định danh điện tử.",TT 12/2024/TT-BGTVT,condition
"8. Giấy phép lái xe bằng vật liệu PET và giấy phép lái xe cấp từ ngày 01 tháng 01 năm 2025, giấy phép lái xe cấp trước ngày Thông tư này có hiệu lực là giấy phép lái xe do cơ quan có thẩm quyền cấp có hiệu lực, có số phôi, ngày cấp, ngày hết hạn in trên giấy phép lái xe trùng với số phôi, ngày cấp, ngày hết hạn trong hệ thống thông tin quản lý giấy phép lái xe hoặc có thông tin giấy phép lái xe đã được tích hợp vào tài khoản định danh điện tử.",Giấy phép lái xe có mấy loại và quy trình cấp giấy phép lái xe gồm những bước gì?,Giấy phép lái xe có 2 loại là giấy phép lái xe bằng vật liệu PET và giấy phép lái xe cấp từ ngày 01 tháng 01 năm 2025. Đoạn văn không cung cấp thông tin về quy trình cấp giấy phép lái xe.,TT 12/2024/TT-BGTVT,synthesis
